612 6078
0 503 0.000024
0 512 0.000018
0 513 0.000490
0 515 0.000906
0 517 0.000018
0 519 0.000686
0 520 0.000517
0 521 0.000229
0 523 0.000045
0 525 0.000012
0 528 0.005141
0 529 0.005967
0 530 0.006279
0 532 0.000003
0 534 0.003393
0 535 0.000267
0 537 0.000377
0 541 0.000377
0 543 0.000048
0 544 0.000039
0 545 0.000056
0 549 0.000027
0 552 0.000012
0 553 0.000006
0 555 0.000024
0 558 0.000071
0 561 0.000039
0 570 0.000053
0 572 0.000086
0 576 0.000036
0 580 0.000006
0 585 0.000071
0 586 0.000018
0 589 0.000006
0 590 0.000042
0 591 0.000006
0 597 0.000083
0 600 0.000579
0 601 0.001043
0 602 0.000006
0 605 0.000550
0 608 0.000027
0 609 0.000012
0 610 0.000065
2 34 0.250000
2 35 0.750000
3 40 1.000000
4 48 1.000000
5 54 1.000000
6 64 0.666667
6 66 0.333333
7 76 0.078652
7 78 0.018727
7 79 0.041199
7 80 0.022472
7 82 0.048689
7 83 0.018727
7 85 0.029963
7 88 0.265918
7 89 0.112360
7 90 0.029963
7 91 0.003745
7 92 0.018727
7 94 0.056180
7 95 0.048689
7 96 0.153558
7 97 0.033708
7 98 0.018727
8 103 0.181009
8 107 0.074184
8 110 0.026706
8 113 0.029674
8 116 0.480712
8 117 0.071217
8 120 0.133531
8 122 0.002967
9 124 0.098814
9 128 0.045455
9 131 0.158103
9 132 0.144269
9 134 0.065217
9 137 0.332016
9 140 0.073123
9 143 0.067194
9 144 0.015810
10 147 0.008696
10 151 0.721739
10 154 0.115942
10 160 0.092754
10 161 0.026087
10 163 0.034783
11 171 0.007576
11 173 0.045455
11 174 0.022727
11 177 0.010101
11 182 0.098485
11 183 0.020202
11 184 0.166667
11 186 0.042929
11 187 0.020202
11 189 0.128788
11 190 0.058081
11 191 0.022727
11 192 0.108586
11 194 0.247475
12 198 0.063348
12 199 0.171946
12 203 0.285068
12 206 0.058824
12 208 0.190045
12 209 0.185520
12 212 0.045249
13 214 0.149254
13 217 0.104478
13 221 0.052239
13 222 0.082090
13 224 0.007463
13 225 0.156716
13 226 0.320896
13 229 0.126866
14 234 0.306667
14 237 0.373333
14 238 0.013333
14 243 0.093333
14 248 0.213333
15 264 0.239669
15 265 0.066116
15 266 0.694215
16 278 0.212500
16 279 0.300000
16 280 0.012500
16 282 0.337500
16 283 0.137500
17 285 0.500000
17 292 0.500000
18 307 0.139303
18 311 0.164179
18 315 0.228856
18 320 0.417910
18 325 0.039801
18 328 0.009950
19 331 0.428954
19 334 0.112601
19 337 0.144772
19 342 0.176944
19 348 0.136729
20 353 0.037736
20 357 0.333333
20 361 0.289308
20 367 0.232704
20 373 0.106918
21 380 0.044444
21 381 0.044444
21 383 0.014815
21 384 0.059259
21 387 0.014815
21 392 0.155556
21 394 0.014815
21 396 0.170370
21 399 0.459259
21 400 0.022222
22 406 0.283333
22 408 0.133333
22 410 0.007407
22 411 0.120370
22 412 0.146296
22 414 0.007407
22 415 0.127778
22 417 0.137037
22 418 0.003704
22 420 0.033333
23 424 1.000000
24 426 0.131250
24 430 0.543750
24 433 0.031250
24 434 0.037500
24 440 0.250000
24 446 0.006250
25 453 0.136201
25 455 0.179211
25 457 0.222222
25 460 0.050179
25 461 0.064516
25 463 0.007168
25 465 0.003584
25 467 0.207885
25 468 0.043011
25 472 0.035842
25 473 0.021505
25 476 0.028674
26 477 0.025281
26 479 0.075843
26 481 0.002809
26 483 0.244382
26 486 0.014045
26 487 0.258427
26 491 0.061798
26 493 0.221910
26 494 0.011236
26 496 0.084270
27 513 0.016129
27 515 0.193548
27 517 0.064516
27 519 0.048387
27 520 0.032258
27 521 0.645161
28 528 0.113300
28 529 0.192118
28 530 0.502463
28 534 0.177340
28 537 0.014778
29 541 0.500000
29 545 0.500000
30 1 0.500000
30 576 0.500000
31 600 1.000000
32 372 1.000000
33 529 1.000000
34 89 1.000000
35 257 1.000000
36 44 1.000000
37 1 1.000000
38 455 0.333333
38 469 0.666667
39 426 1.000000
40 72 1.000000
41 578 1.000000
42 63 1.000000
43 372 1.000000
44 1 1.000000
45 47 1.000000
46 90 1.000000
47 1 1.000000
48 79 0.250000
48 94 0.250000
48 97 0.500000
49 182 1.000000
50 266 1.000000
51 392 0.500000
51 400 0.500000
52 92 1.000000
53 383 0.666667
53 398 0.333333
54 200 1.000000
55 437 1.000000
56 36 1.000000
57 174 1.000000
58 390 1.000000
59 502 1.000000
60 243 1.000000
61 264 0.200000
61 265 0.400000
61 268 0.400000
62 392 1.000000
63 56 1.000000
64 85 0.333333
64 88 0.333333
64 90 0.333333
65 137 0.500000
65 140 0.500000
66 257 1.000000
67 285 1.000000
68 94 0.333333
68 100 0.666667
69 173 0.142857
69 176 0.285714
69 184 0.285714
69 188 0.285714
70 399 1.000000
71 434 1.000000
72 69 1.000000
73 174 0.500000
73 189 0.500000
74 390 1.000000
75 88 1.000000
76 7 0.018018
76 8 0.054054
76 9 0.144144
76 10 0.018018
76 11 0.009009
76 12 0.099099
76 13 0.009009
76 14 0.009009
76 16 0.018018
76 17 0.009009
76 18 0.063063
76 19 0.045045
76 20 0.009009
76 22 0.108108
76 23 0.009009
76 24 0.036036
76 25 0.117117
76 26 0.135135
76 27 0.009009
76 28 0.081081
77 88 0.666667
77 90 0.333333
78 1 0.000495
78 103 0.091494
78 104 0.004952
78 105 0.000124
78 106 0.007800
78 107 0.034914
78 109 0.004829
78 110 0.203912
78 111 0.005943
78 113 0.302835
78 115 0.000248
78 116 0.187570
78 117 0.082333
78 118 0.030209
78 120 0.038628
78 122 0.003714
79 1 0.003286
79 123 0.000164
79 124 0.081081
79 126 0.198554
79 128 0.105972
79 129 0.000329
79 131 0.220652
79 132 0.079849
79 133 0.006736
79 134 0.019962
79 135 0.000164
79 136 0.000657
79 137 0.054876
79 139 0.022180
79 140 0.037214
79 141 0.002793
79 142 0.143596
79 143 0.021605
79 144 0.000329
80 1 0.000996
80 147 0.150538
80 148 0.000398
80 150 0.012346
80 151 0.240940
80 152 0.008562
80 153 0.011748
80 154 0.207089
80 155 0.048984
80 158 0.060733
80 159 0.001195
80 160 0.103544
80 161 0.091597
80 162 0.002987
80 163 0.048785
80 164 0.008164
80 166 0.001394
81 1 0.018293
81 173 0.060976
81 174 0.060976
81 177 0.012195
81 179 0.006098
81 182 0.097561
81 184 0.024390
81 187 0.006098
81 188 0.615854
81 189 0.067073
81 190 0.018293
81 191 0.006098
81 192 0.006098
82 1 0.001400
82 198 0.050406
82 199 0.052366
82 200 0.664240
82 201 0.001120
82 203 0.053206
82 205 0.001120
82 206 0.022963
82 207 0.000560
82 208 0.066368
82 209 0.071689
82 210 0.001120
82 211 0.012882
82 212 0.000560
83 1 0.000598
83 213 0.000100
83 214 0.045645
83 216 0.000997
83 217 0.539466
83 218 0.000199
83 219 0.013355
83 220 0.001495
83 221 0.081124
83 222 0.001595
83 223 0.011561
83 224 0.093681
83 225 0.062488
83 226 0.074347
83 227 0.000598
83 229 0.072553
83 231 0.000199
84 1 0.046422
84 233 0.001934
84 234 0.125725
84 236 0.003868
84 237 0.052224
84 238 0.239845
84 240 0.003868
84 241 0.011605
84 243 0.135397
84 245 0.003868
84 246 0.040619
84 248 0.330754
84 250 0.003868
85 1 0.188466
85 252 0.000105
85 253 0.000164
85 254 0.001210
85 255 0.002629
85 256 0.004168
85 257 0.207380
85 258 0.000060
85 259 0.011668
85 263 0.000209
85 264 0.065885
85 265 0.002854
85 266 0.029820
85 267 0.000120
85 269 0.000553
85 270 0.031090
85 271 0.241234
85 272 0.212071
85 273 0.000075
85 274 0.000120
85 276 0.000060
85 277 0.000060
86 278 0.018072
86 279 0.087349
86 280 0.003012
86 282 0.626506
86 283 0.265060
87 1 0.088000
87 285 0.040000
87 287 0.016000
87 288 0.304000
87 289 0.016000
87 291 0.032000
87 292 0.264000
87 293 0.048000
87 294 0.016000
87 296 0.016000
87 297 0.040000
87 300 0.088000
87 302 0.016000
87 303 0.016000
88 1 0.032597
88 306 0.000678
88 307 0.093674
88 308 0.007120
88 309 0.024847
88 310 0.003778
88 311 0.154412
88 312 0.007653
88 313 0.008815
88 314 0.000823
88 315 0.365398
88 316 0.002955
88 317 0.112855
88 318 0.016468
88 319 0.000387
88 320 0.062627
88 321 0.016081
88 322 0.008186
88 323 0.009300
88 324 0.022910
88 325 0.027511
88 326 0.008573
88 327 0.000194
88 328 0.011867
88 329 0.000291
89 1 0.001626
89 330 0.000339
89 331 0.096978
89 332 0.083966
89 333 0.000136
89 334 0.522025
89 336 0.000136
89 337 0.089658
89 340 0.034088
89 341 0.012605
89 342 0.059908
89 343 0.081662
89 346 0.006506
89 348 0.008471
89 350 0.000136
89 351 0.001762
90 1 0.006620
90 352 0.000417
90 353 0.043450
90 355 0.111353
90 356 0.077148
90 357 0.038440
90 358 0.004861
90 359 0.067337
90 360 0.001730
90 361 0.080428
90 362 0.000119
90 363 0.001640
90 364 0.003101
90 365 0.000089
90 366 0.034503
90 367 0.024006
90 369 0.011839
90 370 0.000060
90 371 0.068649
90 372 0.413056
90 373 0.009781
90 374 0.000388
90 375 0.000239
90 376 0.000119
90 377 0.000626
91 1 0.020906
91 380 0.006969
91 387 0.041812
91 390 0.020906
91 392 0.062718
91 396 0.052265
91 397 0.020906
91 398 0.048780
91 399 0.710801
91 403 0.013937
92 1 0.000967
92 405 0.000107
92 406 0.092071
92 408 0.108939
92 410 0.143425
92 411 0.137409
92 412 0.016115
92 414 0.000859
92 415 0.114203
92 416 0.273313
92 417 0.010958
92 418 0.018801
92 419 0.052535
92 420 0.029544
92 421 0.000752
93 422 0.002047
93 424 0.997953
94 1 0.003742
94 425 0.000430
94 426 0.107842
94 427 0.039317
94 428 0.060051
94 429 0.158386
94 430 0.048436
94 431 0.010023
94 432 0.058373
94 433 0.000172
94 434 0.142986
94 435 0.001764
94 436 0.002667
94 437 0.013335
94 438 0.039274
94 439 0.031015
94 440 0.026928
94 441 0.018024
94 442 0.029079
94 443 0.097905
94 444 0.010754
94 445 0.083710
94 446 0.006108
94 447 0.002452
94 448 0.000430
94 449 0.002151
94 450 0.004216
94 451 0.000430
95 1 0.239847
95 452 0.000515
95 453 0.010452
95 454 0.000110
95 455 0.009606
95 457 0.018346
95 459 0.000110
95 460 0.001822
95 461 0.012660
95 463 0.000184
95 465 0.003460
95 467 0.004324
95 468 0.008483
95 469 0.003625
95 471 0.653534
95 472 0.031780
95 473 0.000478
95 476 0.000662
96 1 0.197272
96 477 0.000505
96 479 0.047795
96 481 0.004262
96 482 0.000126
96 483 0.286043
96 486 0.012533
96 487 0.250655
96 488 0.000316
96 489 0.000253
96 490 0.000063
96 491 0.039745
96 493 0.053288
96 494 0.008902
96 495 0.068504
96 496 0.029296
96 499 0.000410
96 500 0.000032
97 1 0.031662
97 501 0.003235
97 503 0.022071
97 504 0.091172
97 505 0.127918
97 507 0.068061
97 508 0.046337
97 511 0.000116
97 513 0.038017
97 514 0.051075
97 515 0.014675
97 517 0.019529
97 518 0.001040
97 519 0.049457
97 520 0.107927
97 521 0.193321
97 522 0.000231
97 523 0.026924
97 524 0.000231
97 525 0.106540
97 527 0.000462
98 528 0.309364
98 529 0.308552
98 530 0.243348
98 534 0.115174
98 535 0.010969
98 537 0.012594
99 1 0.031746
99 541 0.095238
99 542 0.031746
99 546 0.031746
99 547 0.698413
99 548 0.015873
99 550 0.031746
99 551 0.031746
99 552 0.031746
100 1 0.029806
100 555 0.211624
100 558 0.278689
100 560 0.002981
100 561 0.351714
100 563 0.122206
100 569 0.002981
101 1 0.004690
101 571 0.002084
101 572 0.318395
101 576 0.424700
101 580 0.043773
101 582 0.022408
101 583 0.001042
101 584 0.001042
101 585 0.142783
101 589 0.035956
101 591 0.003127
102 1 0.006840
102 597 0.127223
102 599 0.001368
102 600 0.154583
102 601 0.051984
102 605 0.507524
102 607 0.002736
102 608 0.075239
102 610 0.004104
102 611 0.068399
103 1 0.007679
103 78 0.010275
103 79 0.037313
103 80 0.016223
103 82 0.018170
103 83 0.029743
103 84 0.008652
103 85 0.095176
103 86 0.000649
103 87 0.000541
103 88 0.161043
103 89 0.011573
103 90 0.103829
103 91 0.000433
103 92 0.014385
103 93 0.005191
103 94 0.178239
103 95 0.099394
103 96 0.125135
103 97 0.045317
103 98 0.021415
103 101 0.004975
103 102 0.004651
104 103 0.200000
104 107 0.130000
104 110 0.120000
104 113 0.450000
104 116 0.060000
104 117 0.020000
104 122 0.020000
105 124 0.222222
105 128 0.111111
105 137 0.666667
106 147 0.030488
106 151 0.274390
106 154 0.518293
106 160 0.140244
106 163 0.036585
107 1 0.044914
107 168 0.001025
107 171 0.024200
107 172 0.001231
107 173 0.078753
107 174 0.012920
107 175 0.031583
107 176 0.009434
107 177 0.027482
107 178 0.002051
107 179 0.018458
107 180 0.000410
107 181 0.000615
107 182 0.088802
107 183 0.011895
107 184 0.056604
107 185 0.002051
107 186 0.001231
107 187 0.024815
107 188 0.366079
107 189 0.063782
107 190 0.084290
107 191 0.031173
107 192 0.001641
107 195 0.002051
107 196 0.012510
108 199 1.000000
109 243 1.000000
110 1 0.002032
110 253 0.038612
110 254 0.030170
110 255 0.031890
110 256 0.025637
110 257 0.042051
110 258 0.027982
110 259 0.035642
110 260 0.000625
110 262 0.002189
110 263 0.000313
110 264 0.331718
110 265 0.010317
110 266 0.087854
110 267 0.038924
110 268 0.005940
110 269 0.020947
110 270 0.012350
110 271 0.105049
110 272 0.131468
110 273 0.001720
110 274 0.008754
110 277 0.007816
111 278 0.014134
111 279 0.561837
111 282 0.007067
111 283 0.416961
112 285 0.666667
112 291 0.333333
113 307 0.237260
113 311 0.508775
113 315 0.146642
113 320 0.088255
113 325 0.017719
113 328 0.001350
114 334 1.000000
115 353 0.044444
115 357 0.044444
115 373 0.911111
116 1 0.000763
116 378 0.000436
116 379 0.000873
116 380 0.019631
116 381 0.016469
116 382 0.004799
116 383 0.006108
116 384 0.000545
116 385 0.005126
116 386 0.000763
116 387 0.058894
116 390 0.029992
116 391 0.021049
116 392 0.114625
116 393 0.002072
116 394 0.001636
116 395 0.000654
116 396 0.093140
116 397 0.036645
116 398 0.076562
116 399 0.486749
116 400 0.000654
116 401 0.000436
116 402 0.005780
116 403 0.015596
117 426 0.298062
117 430 0.206536
117 434 0.225633
117 440 0.182487
117 443 0.000141
117 446 0.084029
117 450 0.003112
118 1 0.030612
118 455 0.071429
118 457 0.188776
118 461 0.075255
118 464 0.002551
118 467 0.177296
118 472 0.446429
118 473 0.005102
118 475 0.002551
119 483 0.291209
119 487 0.412088
119 493 0.021978
119 496 0.274725
120 1 0.003738
120 502 0.055648
120 503 0.002492
120 504 0.080565
120 505 0.036545
120 506 0.074336
120 507 0.004983
120 508 0.006645
120 510 0.012874
120 512 0.000415
120 513 0.200166
120 514 0.012043
120 515 0.007060
120 516 0.003322
120 517 0.000831
120 519 0.122093
120 520 0.139950
120 521 0.208056
120 523 0.027409
120 527 0.000831
121 529 0.540000
121 530 0.460000
122 1 0.068182
122 571 0.034091
122 576 0.079545
122 582 0.113636
122 583 0.022727
122 588 0.090909
122 589 0.227273
122 590 0.227273
122 594 0.022727
122 595 0.113636
123 7 0.025000
123 8 0.525000
123 9 0.037500
123 10 0.050000
123 11 0.075000
123 12 0.012500
123 14 0.025000
123 16 0.012500
123 19 0.100000
123 20 0.012500
123 22 0.025000
123 23 0.012500
123 24 0.025000
123 25 0.037500
123 26 0.025000
124 1 0.007792
124 78 0.034341
124 79 0.023548
124 80 0.039478
124 81 0.000866
124 82 0.013679
124 83 0.021586
124 84 0.003521
124 85 0.068683
124 86 0.003463
124 87 0.000115
124 88 0.141002
124 89 0.039247
124 90 0.109142
124 91 0.003752
124 92 0.073416
124 93 0.007676
124 94 0.172688
124 95 0.102101
124 96 0.089923
124 97 0.027242
124 98 0.016738
125 103 1.000000
126 1 0.000332
126 124 0.101295
126 128 0.105945
126 131 0.028230
126 132 0.091332
126 134 0.057788
126 137 0.384590
126 140 0.069080
126 143 0.159748
126 144 0.001661
127 160 1.000000
128 1 0.113173
128 168 0.006004
128 171 0.006550
128 172 0.000364
128 173 0.000546
128 174 0.044123
128 175 0.029203
128 176 0.000364
128 177 0.000546
128 179 0.008279
128 182 0.121816
128 183 0.017467
128 184 0.151019
128 185 0.000910
128 186 0.045397
128 188 0.248726
128 189 0.146743
128 190 0.027111
128 191 0.009370
128 192 0.011372
128 196 0.010917
129 1 0.142857
129 198 0.285714
129 203 0.285714
129 212 0.285714
130 1 1.000000
131 1 0.001876
131 233 0.000089
131 234 0.368179
131 235 0.000089
131 237 0.332053
131 238 0.124453
131 240 0.013530
131 241 0.000357
131 242 0.009913
131 243 0.096276
131 244 0.000089
131 245 0.029785
131 246 0.001920
131 247 0.002009
131 248 0.016612
131 249 0.000089
131 250 0.002679
132 1 0.003596
132 252 0.001911
132 253 0.096426
132 254 0.006518
132 255 0.011463
132 256 0.063048
132 257 0.164194
132 258 0.044167
132 259 0.003372
132 261 0.005619
132 264 0.053158
132 265 0.027197
132 266 0.121376
132 267 0.028546
132 268 0.048438
132 269 0.002023
132 270 0.071926
132 271 0.133401
132 272 0.100922
132 273 0.001798
132 274 0.010901
133 1 0.090909
133 284 0.125307
133 285 0.078624
133 286 0.100737
133 288 0.429975
133 289 0.014742
133 291 0.002457
133 292 0.034398
133 294 0.002457
133 296 0.004914
133 297 0.014742
133 298 0.009828
133 300 0.085995
133 301 0.004914
134 1 0.000198
134 307 0.426363
134 311 0.169078
134 315 0.185927
134 320 0.165510
134 325 0.052131
134 328 0.000793
135 1 0.111111
135 331 0.222222
135 334 0.444444
135 348 0.222222
136 357 0.500000
136 367 0.500000
137 1 0.000810
137 378 0.001157
137 379 0.007212
137 380 0.002700
137 381 0.017084
137 382 0.010336
137 383 0.005283
137 384 0.004898
137 385 0.007212
137 386 0.004049
137 387 0.014423
137 389 0.001890
137 390 0.070845
137 391 0.144003
137 392 0.385114
137 393 0.008716
137 394 0.032703
137 395 0.009024
137 396 0.080872
137 397 0.013035
137 398 0.050174
137 399 0.127381
137 400 0.000463
137 402 0.000386
137 403 0.000231
138 415 1.000000
139 424 1.000000
140 426 0.251862
140 430 0.256698
140 434 0.214220
140 440 0.209384
140 446 0.054633
140 450 0.013201
141 1 0.827957
141 452 0.150538
141 461 0.010753
141 467 0.010753
142 1 0.005264
142 479 0.137483
142 483 0.184858
142 486 0.000619
142 487 0.363679
142 491 0.064716
142 493 0.082675
142 494 0.005264
142 495 0.000619
142 496 0.142901
142 499 0.011921
143 1 0.002910
143 502 0.004451
143 503 0.026708
143 504 0.000685
143 505 0.000685
143 506 0.030645
143 507 0.006677
143 510 0.081150
143 513 0.463277
143 514 0.040918
143 515 0.006163
143 516 0.008218
143 517 0.050847
143 519 0.110084
143 520 0.051875
143 521 0.084061
143 522 0.000171
143 523 0.029789
143 526 0.000685
144 1 0.001808
144 572 0.169982
144 573 0.010850
144 574 0.345389
144 578 0.014467
144 582 0.106691
144 583 0.025316
144 584 0.043400
144 585 0.007233
144 586 0.016275
144 588 0.010850
144 589 0.048825
144 590 0.197107
144 594 0.001808
145 597 0.222222
145 600 0.555556
145 601 0.222222
146 7 0.202128
146 8 0.053191
146 9 0.127660
146 10 0.170213
146 11 0.021277
146 12 0.021277
146 13 0.021277
146 19 0.106383
146 20 0.010638
146 21 0.042553
146 22 0.063830
146 26 0.042553
146 27 0.010638
146 28 0.106383
147 1 0.039288
147 78 0.009172
147 79 0.015332
147 80 0.001780
147 81 0.000274
147 82 0.000274
147 83 0.026557
147 84 0.001095
147 85 0.204517
147 88 0.042710
147 89 0.083778
147 90 0.131554
147 92 0.019713
147 93 0.000274
147 94 0.044901
147 95 0.225736
147 96 0.132649
147 97 0.017933
147 98 0.001643
147 101 0.000548
147 102 0.000274
148 103 0.600000
148 107 0.200000
148 120 0.200000
149 131 1.000000
150 151 0.011905
150 153 0.083333
150 154 0.738095
150 157 0.047619
150 160 0.047619
150 163 0.047619
150 166 0.023810
151 1 0.030529
151 168 0.003949
151 169 0.000023
151 171 0.004107
151 172 0.060583
151 173 0.132900
151 174 0.010470
151 175 0.011462
151 176 0.050498
151 177 0.046481
151 178 0.005731
151 179 0.001557
151 180 0.006972
151 182 0.037230
151 183 0.066811
151 184 0.051400
151 185 0.001895
151 186 0.073309
151 187 0.001264
151 188 0.118662
151 189 0.191114
151 190 0.042059
151 191 0.008010
151 192 0.033439
151 194 0.002414
151 195 0.000045
151 196 0.007085
152 1 0.005464
152 217 0.934426
152 221 0.038251
152 226 0.021858
153 234 0.069767
153 237 0.662791
153 238 0.116279
153 243 0.116279
153 244 0.011628
153 250 0.023256
154 1 0.005067
154 252 0.000290
154 253 0.074479
154 254 0.001882
154 255 0.058917
154 256 0.002606
154 257 0.084467
154 258 0.071005
154 259 0.031847
154 261 0.002316
154 263 0.000145
154 264 0.033729
154 265 0.028228
154 266 0.052258
154 267 0.065938
154 268 0.010857
154 269 0.029314
154 270 0.056167
154 271 0.256080
154 272 0.084902
154 273 0.003764
154 274 0.043790
154 276 0.001520
154 277 0.000434
155 278 0.069767
155 279 0.337209
155 280 0.015504
155 282 0.158915
155 283 0.418605
156 285 1.000000
157 1 0.011494
157 307 0.367816
157 311 0.551724
157 315 0.045977
157 320 0.022989
158 1 0.003236
158 331 0.006472
158 334 0.165049
158 337 0.686084
158 342 0.139159
159 353 0.824561
159 357 0.140351
159 367 0.035088
160 1 0.006170
160 378 0.001735
160 380 0.000771
160 381 0.032009
160 382 0.020440
160 384 0.000386
160 385 0.013498
160 387 0.049364
160 389 0.000771
160 390 0.049171
160 391 0.096221
160 392 0.300810
160 394 0.022561
160 395 0.001157
160 396 0.116660
160 397 0.048978
160 398 0.024875
160 399 0.172773
160 400 0.000386
160 401 0.000964
160 402 0.003664
160 403 0.035094
160 404 0.001543
161 426 0.369524
161 430 0.185000
161 434 0.169048
161 440 0.258571
161 446 0.016429
161 450 0.001429
162 1 0.885496
162 452 0.066794
162 460 0.007634
162 461 0.005725
162 465 0.003817
162 467 0.011450
162 468 0.007634
162 472 0.011450
163 1 0.025128
163 501 0.000785
163 502 0.032195
163 503 0.003141
163 504 0.101688
163 506 0.065567
163 507 0.001570
163 508 0.000785
163 510 0.226148
163 513 0.214762
163 514 0.008245
163 515 0.018453
163 516 0.007460
163 517 0.054181
163 518 0.032587
163 519 0.116215
163 520 0.067923
163 521 0.002356
163 522 0.001963
163 523 0.018846
164 529 0.853659
164 530 0.146341
165 543 0.044444
165 545 0.955556
166 1 0.019231
166 572 0.007692
166 574 0.007692
166 582 0.061538
166 583 0.046154
166 584 0.550000
166 586 0.007692
166 589 0.261538
166 590 0.038462
167 600 0.142857
167 605 0.857143
168 2 0.001070
168 4 0.001070
168 6 0.001070
168 7 0.046014
168 8 0.091493
168 9 0.082932
168 10 0.060460
