75916 185878
0 2203 0.000003
0 2204 0.000147
0 2207 0.000006
0 2208 0.000036
0 2209 0.000051
0 2210 0.000012
0 2211 0.000006
0 2213 0.000006
0 2218 0.000003
0 2220 0.000006
0 2228 0.000003
0 2229 0.000012
0 2230 0.000003
0 2231 0.000003
0 2232 0.000018
0 2233 0.000018
0 2234 0.000006
0 2235 0.000003
0 2236 0.000039
0 2237 0.000006
0 2238 0.000003
0 2239 0.000015
0 2240 0.000003
0 2241 0.000006
0 2242 0.000006
0 2243 0.000012
0 2244 0.000012
0 2245 0.000018
0 2246 0.000033
0 2247 0.000030
0 2248 0.000024
0 2249 0.000006
0 2250 0.000006
0 2290 0.000138
0 2291 0.000006
0 2292 0.000111
0 2293 0.000320
0 2294 0.000123
0 2295 0.000123
0 2299 0.000117
0 2300 0.000279
0 2303 0.000006
0 2304 0.000344
0 2306 0.000018
0 2310 0.000147
0 2311 0.000018
0 2313 0.000246
0 2314 0.000153
0 2316 0.000006
0 2317 0.000138
0 2319 0.000024
0 2320 0.000123
0 2321 0.000144
0 2322 0.000117
0 2323 0.000126
0 2324 0.000132
0 2326 0.000596
0 2327 0.000102
0 2328 0.000144
0 2329 0.000482
0 2330 0.000129
0 2331 0.000108
0 2332 0.000123
0 2333 0.000117
0 2334 0.000006
0 2335 0.000144
0 2336 0.000012
0 2338 0.000006
0 2369 0.000012
0 2391 0.000141
0 2393 0.000009
0 2395 0.000018
0 2415 0.000054
0 2416 0.000075
0 2417 0.000006
0 2418 0.000003
0 2426 0.000006
0 2428 0.000006
0 2434 0.000006
0 2436 0.000006
0 2440 0.000006
0 2441 0.000012
0 2444 0.000012
0 2463 0.000003
0 2469 0.000123
0 2470 0.000006
0 2471 0.000006
0 2472 0.000063
0 2473 0.000006
0 2478 0.000006
0 2493 0.000006
0 2494 0.000132
0 2495 0.000132
0 2496 0.000132
0 2497 0.000003
0 2518 0.000009
0 2519 0.000006
0 2520 0.000003
0 2528 0.000003
0 2529 0.000120
0 2531 0.000018
0 2532 0.000006
0 2533 0.000006
0 2534 0.000006
0 2536 0.000042
0 2538 0.000066
0 2539 0.000066
0 2540 0.000006
0 2541 0.000003
0 2547 0.000006
0 2572 0.000012
0 2574 0.000006
0 2576 0.000132
0 2591 0.000018
0 2605 0.000210
0 2609 0.000012
0 2625 0.000006
0 2626 0.000129
0 2627 0.000006
0 2628 0.000018
0 2629 0.000114
0 2630 0.000006
0 2631 0.000012
0 2634 0.000054
0 2635 0.000063
0 2636 0.000141
0 2637 0.000006
0 2639 0.000123
0 2641 0.000003
0 2643 0.000156
0 2647 0.000141
0 2649 0.000051
0 2650 0.000006
0 2652 0.000012
0 2653 0.000123
0 2654 0.000006
0 2655 0.000006
0 2656 0.000006
0 2657 0.000018
0 2658 0.000009
0 2659 0.000003
0 2661 0.000006
0 2666 0.000006
0 2673 0.000102
0 2675 0.000003
0 2676 0.000006
0 2678 0.000138
0 2681 0.000003
0 2695 0.000045
0 2696 0.000054
0 2697 0.000006
0 2698 0.000003
0 2699 0.000003
0 2709 0.000051
0 2739 0.000111
0 2748 0.000003
0 2760 0.000006
0 2764 0.000012
0 2765 0.000003
0 2766 0.000003
0 2767 0.000018
0 2768 0.000006
0 2769 0.000006
0 2770 0.000006
0 2772 0.000003
0 2773 0.000039
0 2774 0.000009
0 2776 0.000003
0 2777 0.000003
0 2780 0.000003
0 2786 0.000003
0 2792 0.000003
0 2799 0.000012
0 2802 0.000003
0 2805 0.000012
0 2806 0.000012
0 2812 0.000069
0 2813 0.000096
0 2815 0.000012
0 2816 0.000524
0 2817 0.000003
0 2820 0.000006
0 2824 0.000006
0 2825 0.000006
0 2826 0.000006
0 2827 0.000006
0 2828 0.000006
0 2829 0.000006
0 2831 0.000045
0 2832 0.000066
0 2833 0.000006
0 2834 0.000009
0 2836 0.000009
0 2838 0.000012
0 2839 0.000003
0 2840 0.000129
0 2841 0.000018
0 2842 0.000006
0 2843 0.000006
0 2844 0.000003
0 2845 0.000039
0 2846 0.000006
0 2847 0.000003
0 2848 0.000003
0 2849 0.000003
0 2851 0.000003
0 2876 0.000006
0 2880 0.000012
0 2902 0.000003
0 2911 0.000006
0 2919 0.000018
0 2920 0.000003
0 2921 0.000003
0 2922 0.000018
0 2923 0.000006
0 2924 0.000003
0 2929 0.000006
0 2931 0.000006
0 2933 0.000003
0 2934 0.000039
0 2935 0.000003
0 2938 0.000003
0 2940 0.000003
0 2941 0.000003
0 2946 0.000003
0 2962 0.000006
0 2966 0.000006
0 2967 0.000003
0 2970 0.000006
0 2987 0.000006
0 2992 0.000003
0 3040 0.000117
0 3045 0.000006
0 3057 0.000246
0 3059 0.000123
0 3064 0.000147
0 3079 0.000006
0 3084 0.000012
0 3090 0.000006
0 3099 0.000012
0 3123 0.000006
0 3124 0.000006
0 3130 0.000123
0 3136 0.000006
0 3138 0.000102
0 3139 0.000006
0 3149 0.000132
0 3152 0.000006
0 3154 0.000006
0 3175 0.000009
0 3177 0.000009
0 3178 0.000006
0 3181 0.000012
0 3185 0.000009
0 3186 0.000009
0 3189 0.000006
0 3192 0.000018
0 3193 0.000063
0 3196 0.000006
0 3197 0.000006
0 3198 0.000311
0 3200 0.000003
0 3204 0.000006
0 3207 0.000006
0 3208 0.000018
0 3218 0.000189
0 3221 0.000006
0 3222 0.000006
0 3224 0.000006
0 3225 0.000006
0 3229 0.000012
0 3233 0.000012
0 3236 0.000006
0 3238 0.000006
0 3243 0.000003
0 3244 0.000009
0 3264 0.000006
0 3270 0.000006
0 3272 0.000102
0 3284 0.000006
0 3285 0.000006
0 3290 0.000006
0 3294 0.000120
0 3296 0.000051
0 3298 0.000075
0 3299 0.000006
0 3300 0.000009
0 3312 0.000018
0 3315 0.000141
0 3317 0.000015
0 3318 0.000006
0 3323 0.000003
0 3324 0.000012
0 3325 0.000006
0 3338 0.000006
0 3339 0.000006
0 3340 0.000015
0 3341 0.000012
0 3343 0.000012
0 3344 0.000006
0 3345 0.000012
0 3346 0.000006
0 3347 0.000006
0 3348 0.000006
0 3349 0.000012
0 3353 0.000006
0 3360 0.000003
0 3361 0.000006
0 3364 0.000012
0 3372 0.000006
0 3377 0.000168
0 3383 0.000006
0 3387 0.000123
0 3388 0.000006
0 3394 0.000126
0 3399 0.000006
0 3407 0.000003
0 3410 0.000006
0 3413 0.000012
0 3419 0.000006
0 3420 0.000006
0 3421 0.000006
0 3426 0.000045
0 3427 0.000069
0 3429 0.000006
0 3430 0.000003
0 3441 0.000006
0 3442 0.000006
0 3445 0.000006
0 3446 0.000003
0 3456 0.000135
0 3458 0.000003
0 3459 0.000018
0 3460 0.000018
0 3461 0.000006
0 3465 0.000132
0 3466 0.000006
0 3467 0.000515
0 3468 0.000009
0 3469 0.000012
0 3470 0.000006
0 3472 0.000063
0 3473 0.000003
0 3476 0.000003
0 3477 0.000069
0 3480 0.000063
0 3482 0.000006
0 3483 0.000006
0 3485 0.000003
0 3489 0.000006
0 3493 0.000024
0 3494 0.000012
0 3495 0.000012
0 3499 0.000126
0 3500 0.000018
0 3502 0.000012
0 3503 0.000117
0 3507 0.000006
0 3508 0.000165
0 3510 0.000018
0 3511 0.000018
0 3513 0.000138
0 3515 0.000012
0 3519 0.000012
0 3521 0.000006
0 3523 0.000006
0 3557 0.000003
0 3559 0.000012
0 3580 0.000006
0 3587 0.000003
0 3588 0.000006
0 3597 0.000006
0 3599 0.000006
0 3601 0.000102
0 3605 0.000006
0 3609 0.000120
0 3615 0.000003
0 3621 0.000009
0 3625 0.000153
0 3629 0.000024
0 3631 0.000006
0 3642 0.000012
0 3670 0.000320
0 3671 0.000006
0 3676 0.000012
0 3677 0.000012
0 3680 0.000006
0 3682 0.000012
0 3683 0.000006
0 3684 0.000003
0 3687 0.000003
0 3690 0.000012
0 3700 0.000006
0 3714 0.000156
0 3716 0.000045
0 3717 0.000063
0 3718 0.000108
0 3719 0.000003
0 3720 0.000003
0 3739 0.000030
0 3743 0.000012
0 3757 0.000006
0 3764 0.000006
0 3769 0.000129
0 3775 0.000111
0 3783 0.000123
0 3787 0.000018
0 3789 0.000006
0 3792 0.000012
0 3793 0.000006
0 3796 0.000012
0 3797 0.000129
0 3798 0.000123
0 3800 0.000009
0 3804 0.000117
0 3806 0.000012
0 3807 0.000096
0 3812 0.000006
0 3813 0.000006
0 3816 0.000003
0 3821 0.000018
0 3834 0.000018
0 3836 0.000006
0 3838 0.000021
0 3843 0.000012
0 3844 0.000135
0 3846 0.000018
0 3847 0.000045
0 3848 0.000066
0 3849 0.000006
0 3850 0.000003
0 3851 0.000024
0 3856 0.000006
0 3862 0.000045
0 3863 0.000063
0 3864 0.000006
0 3865 0.000021
0 3868 0.000042
0 3882 0.000138
0 3889 0.000186
0 3891 0.000129
0 3892 0.000063
0 3893 0.000012
0 3894 0.000009
0 3896 0.000006
0 3897 0.000123
0 3900 0.000009
0 3901 0.000165
0 3902 0.000006
0 3904 0.000096
0 3905 0.000003
0 3906 0.000006
0 3911 0.000006
0 3912 0.000012
0 3914 0.000108
0 3917 0.000117
0 3919 0.000006
0 3920 0.000006
0 3921 0.000006
0 3923 0.000006
0 3924 0.000018
0 3925 0.000006
0 3926 0.000015
0 3930 0.000006
0 3932 0.000006
0 3934 0.000153
0 3937 0.000003
0 3946 0.000111
0 3947 0.000012
0 3950 0.000006
0 3954 0.000018
0 3964 0.000006
0 3965 0.000006
0 3987 0.000006
0 3989 0.000042
0 3990 0.000006
0 4002 0.000012
0 4005 0.000021
0 4006 0.000132
0 4009 0.000117
0 4011 0.000123
0 4015 0.000102
0 4018 0.000111
0 4023 0.000123
0 4025 0.000006
0 4028 0.000006
0 4031 0.000018
0 4032 0.000123
0 4033 0.000117
0 4035 0.000003
0 4036 0.000006
0 4037 0.000096
0 4041 0.000024
0 4046 0.000081
0 4049 0.000006
0 4062 0.000006
0 4065 0.000012
0 4070 0.000006
0 4071 0.000087
0 4073 0.000018
0 4085 0.000027
0 4086 0.000177
0 4093 0.000018
0 4104 0.000123
0 4120 0.000006
0 4121 0.000003
0 4122 0.000015
0 4123 0.000024
0 4124 0.000003
0 4125 0.000006
0 4126 0.000045
0 4127 0.000063
0 4128 0.000006
0 4129 0.000003
0 4130 0.000054
0 4132 0.000093
0 4133 0.000012
0 4134 0.000003
0 4137 0.000018
0 4138 0.000018
0 4139 0.000012
0 4140 0.000006
0 4141 0.000006
0 4142 0.000006
0 4152 0.000012
0 4153 0.000024
0 4154 0.000006
0 4156 0.000024
0 4157 0.000012
0 4158 0.000012
0 4162 0.000006
0 4166 0.000012
0 4167 0.000006
0 4168 0.000012
0 4169 0.000012
0 4177 0.000015
0 4178 0.000123
0 4179 0.000006
0 4180 0.000006
0 4181 0.000024
0 4182 0.000012
0 4183 0.000153
0 4187 0.000006
0 4188 0.000006
0 4189 0.000003
0 4194 0.000006
0 4195 0.000048
0 4196 0.000006
0 4199 0.000051
0 4204 0.000006
0 4205 0.000006
0 4208 0.000069
0 4210 0.000123
0 4211 0.000006
0 4212 0.000150
0 4216 0.000003
0 4217 0.000006
0 4243 0.000012
0 4244 0.000006
0 4248 0.000006
0 4251 0.000003
0 4256 0.000021
0 4258 0.000006
0 4272 0.000006
0 4276 0.000051
0 4277 0.000063
0 4278 0.000006
0 4279 0.000003
0 4298 0.000006
0 4299 0.000012
0 4301 0.000012
0 4317 0.000006
0 4328 0.000012
0 4343 0.000018
0 4346 0.000006
0 4347 0.000006
0 4348 0.000066
0 4360 0.000102
0 4363 0.000024
0 4375 0.000123
0 4376 0.000024
0 4383 0.000006
0 4384 0.000006
0 4388 0.000006
0 4389 0.000150
0 4392 0.000006
0 4401 0.000024
0 4404 0.000006
0 4413 0.000006
0 4418 0.000006
0 4419 0.000021
0 4424 0.000003
0 4427 0.000012
0 4430 0.000006
0 4432 0.000015
0 4433 0.000036
0 4437 0.000120
0 4438 0.000018
0 4439 0.000147
0 4440 0.000072
0 4442 0.000126
0 4444 0.000006
0 4445 0.000012
0 4454 0.000006
0 4458 0.000024
0 4459 0.000015
0 4461 0.000018
0 4462 0.000006
0 4465 0.000114
0 4466 0.000006
0 4467 0.000018
0 4483 0.000006
0 4490 0.000012
0 4505 0.000012
0 4507 0.000228
0 4508 0.000063
0 4509 0.000018
0 4510 0.000009
0 4516 0.000006
0 4524 0.000045
0 4525 0.000069
0 4526 0.000006
0 4529 0.000015
0 4548 0.000123
0 4571 0.000021
0 4572 0.000006
0 4576 0.000003
0 4577 0.000006
0 4578 0.000012
0 4579 0.000117
0 4586 0.000132
0 4591 0.000123
0 4599 0.000006
0 4600 0.000165
0 4602 0.000135
0 4603 0.000012
0 4604 0.000015
0 4605 0.000006
0 4606 0.000135
0 4610 0.000102
0 4613 0.000006
0 4614 0.000129
0 4615 0.000006
0 4629 0.000018
0 4631 0.000006
0 4634 0.000123
0 4635 0.000003
0 4636 0.000015
0 4638 0.000006
0 4642 0.000006
0 4644 0.000090
0 4645 0.000012
0 4646 0.000021
0 4653 0.000006
0 4667 0.000006
0 4670 0.000006
0 4705 0.000006
0 4709 0.000006
0 4710 0.000006
0 4777 0.000018
0 4779 0.000006
0 4781 0.000003
0 4782 0.000006
0 4788 0.000018
0 4789 0.000012
0 4791 0.000006
0 4794 0.000015
0 4795 0.000123
0 4796 0.000027
0 4797 0.000003
0 4801 0.000015
0 4803 0.000012
0 4804 0.000123
0 4805 0.000048
0 4806 0.000054
0 4807 0.000036
0 4808 0.000329
0 4809 0.000189
0 4810 0.000012
0 4811 0.000006
0 4812 0.000051
0 4813 0.000024
0 4815 0.000027
0 4816 0.000060
0 4817 0.000048
0 4819 0.000132
0 4820 0.000024
0 4821 0.000054
0 4822 0.000090
0 4823 0.000042
0 4824 0.000021
0 4829 0.000012
0 4833 0.000006
0 4858 0.000006
0 4869 0.000018
0 4870 0.000006
0 4891 0.000006
0 4892 0.000006
0 4893 0.000012
0 4911 0.000051
0 4913 0.000069
0 4914 0.000018
0 4915 0.000003
0 4921 0.000006
0 4929 0.000006
0 4933 0.000132
0 4940 0.000117
0 4949 0.000012
0 4954 0.000012
0 4957 0.000006
0 4996 0.000006
0 4999 0.000123
0 5002 0.000018
0 5006 0.000006
0 5008 0.000006
0 5012 0.000006
0 5017 0.000117
0 5033 0.000012
0 5036 0.000006
0 5039 0.000006
0 5058 0.000012
0 5060 0.000006
0 5065 0.000006
0 5067 0.000015
0 5069 0.000006
0 5073 0.000012
0 5075 0.000018
0 5080 0.000012
0 5095 0.000006
0 5096 0.000006
0 5097 0.000123
0 5110 0.000123
0 5113 0.000108
0 5114 0.000006
0 5115 0.000132
0 5120 0.000006
0 5122 0.000006
0 5125 0.000006
0 5126 0.000012
0 5127 0.000006
0 5128 0.000006
0 5129 0.000006
0 5130 0.000006
0 5131 0.000006
0 5132 0.000006
0 5138 0.000012
0 5139 0.000018
0 5140 0.000024
0 5142 0.000006
0 5144 0.000012
0 5149 0.000024
0 5150 0.000012
0 5152 0.000006
0 5153 0.000006
0 5157 0.000006
0 5159 0.000485
0 5162 0.000018
0 5165 0.000006
0 5171 0.000117
0 5172 0.000012
0 5175 0.000608
0 5176 0.000006
0 5177 0.000123
0 5178 0.000102
0 5179 0.000006
0 5181 0.000150
0 5183 0.000027
0 5184 0.000003
0 5185 0.000102
0 5186 0.000141
0 5194 0.000108
0 5195 0.000159
0 5196 0.000006
0 5197 0.000228
0 5198 0.000126
0 5199 0.000129
0 5200 0.000123
0 5201 0.000536
0 5202 0.000180
0 5203 0.000674
0 5204 0.000075
0 5205 0.000075
0 5206 0.000006
0 5212 0.000006
0 5214 0.000003
0 5217 0.000039
0 5218 0.000006
0 5224 0.000018
0 5241 0.000006
0 5261 0.000009
0 5262 0.000003
0 5270 0.000006
0 5285 0.000045
0 5286 0.000069
0 5287 0.000006
0 5288 0.000003
0 5293 0.000006
0 5294 0.000006
0 5299 0.000006
0 5300 0.000018
0 5302 0.000012
0 5304 0.000006
0 5312 0.000009
0 5314 0.000018
0 5317 0.000012
0 5333 0.000012
0 5334 0.000144
0 5335 0.000006
0 5336 0.000006
0 5340 0.000024
0 5360 0.000006
0 5366 0.000006
0 5367 0.000006
0 5380 0.000012
0 5382 0.000006
0 5385 0.000006
0 5390 0.000006
0 5401 0.000045
0 5403 0.000069
0 5404 0.000006
0 5406 0.000003
0 5415 0.000006
0 5420 0.000006
0 5430 0.000018
0 5454 0.000150
0 5458 0.000279
0 5460 0.000012
0 5463 0.000006
0 5464 0.000006
0 5470 0.000018
0 5471 0.000117
0 5472 0.000003
0 5473 0.000003
0 5474 0.000006
0 5479 0.000012
0 5481 0.000006
0 5482 0.000006
0 5484 0.000006
0 5491 0.000144
0 5492 0.000093
0 5493 0.000395
0 5494 0.000006
0 5512 0.000123
0 5517 0.000009
0 5519 0.000006
0 5521 0.000006
0 5534 0.000003
0 5535 0.000012
0 5538 0.000006
0 5544 0.000006
0 5552 0.000129
0 5555 0.000006
0 5556 0.000003
0 5567 0.000003
0 5572 0.000006
0 5578 0.000006
0 5579 0.000009
0 5587 0.000012
0 5589 0.000006
0 5591 0.000006
0 5595 0.000012
0 5596 0.000012
0 5597 0.000006
0 5598 0.000006
0 5599 0.000006
0 5610 0.000006
0 5611 0.000006
0 5642 0.000003
0 5648 0.000183
0 5658 0.000027
0 5671 0.000012
0 5672 0.000003
0 5674 0.000129
0 5675 0.000012
0 5677 0.000045
0 5678 0.000063
0 5679 0.000006
0 5680 0.000135
0 5681 0.000003
0 5682 0.000003
0 5683 0.000006
0 5684 0.000018
0 5695 0.000006
0 5696 0.000003
0 5707 0.000006
0 5708 0.000006
0 5714 0.000012
0 5717 0.000006
0 5733 0.000006
0 5745 0.000006
0 5754 0.000045
0 5756 0.000054
0 5757 0.000006
0 5759 0.000003
0 5761 0.000051
0 5765 0.000006
0 5787 0.000012
0 5803 0.000006
0 5804 0.000006
0 5805 0.000018
0 5806 0.000003
0 5807 0.000003
0 5808 0.000018
0 5809 0.000018
0 5810 0.000006
0 5812 0.000006
0 5813 0.000015
0 5814 0.000039
0 5815 0.000006
0 5816 0.000006
0 5817 0.000006
0 5818 0.000003
0 5819 0.000003
0 5820 0.000009
0 5821 0.000012
0 5822 0.000003
0 5823 0.000006
0 5825 0.000015
0 5826 0.000006
0 5827 0.000129
0 5831 0.000018
0 5839 0.000117
0 5854 0.000006
0 5879 0.000132
0 5880 0.000006
0 5884 0.000006
0 5920 0.000117
0 5923 0.000141
0 5926 0.000012
0 5931 0.000006
0 5936 0.000045
0 5937 0.000081
0 5938 0.000006
0 5939 0.000003
0 5941 0.000147
0 5943 0.000123
0 5945 0.000144
0 5955 0.000117
0 5956 0.000117
0 5957 0.000006
0 5958 0.000135
0 5962 0.000003
0 5965 0.000293
0 5969 0.000129
0 5973 0.000108
0 5975 0.000135
0 5976 0.000006
0 5977 0.000006
0 5978 0.000075
0 5980 0.000108
0 5981 0.000153
0 5984 0.000006
0 5995 0.000045
0 5998 0.000012
0 6001 0.000057
0 6019 0.000006
0 6021 0.000006
0 6024 0.000069
0 6025 0.000012
0 6031 0.000048
0 6033 0.000159
0 6036 0.000039
0 6038 0.000012
0 6039 0.000006
0 6043 0.000045
0 6045 0.000006
0 6066 0.000003
0 6069 0.000006
0 6087 0.000012
0 6090 0.000006
0 6099 0.000006
0 6100 0.000006
0 6120 0.000003
0 6148 0.000012
0 6151 0.000018
0 6156 0.000165
0 6157 0.000006
0 6158 0.000018
0 6166 0.000006
0 6171 0.000012
0 6174 0.000006
0 6200 0.000006
0 6201 0.000129
0 6212 0.000030
0 6230 0.000006
0 6233 0.000006
0 6236 0.000006
0 6241 0.000006
0 6255 0.000006
0 6256 0.000006
0 6266 0.000012
0 6303 0.000018
0 6321 0.000009
0 6324 0.000123
0 6327 0.000159
0 6328 0.000003
0 6330 0.000123
0 6332 0.000006
0 6333 0.000126
0 6334 0.000006
0 6335 0.000006
0 6340 0.000150
0 6346 0.000006
0 6349 0.000003
0 6354 0.000102
0 6355 0.000353
0 6359 0.000117
0 6360 0.000129
0 6362 0.000006
0 6366 0.000123
0 6370 0.000135
0 6371 0.000231
0 6372 0.000003
0 6374 0.000246
0 6375 0.000009
0 6378 0.000033
0 6379 0.000003
0 6381 0.000123
0 6383 0.000021
0 6384 0.000177
0 6386 0.000135
0 6388 0.000144
0 6392 0.000003
0 6393 0.000162
0 6394 0.000009
0 6397 0.000147
0 6398 0.000060
0 6399 0.000123
0 6400 0.000246
0 6401 0.000135
0 6402 0.000102
0 6405 0.000425
0 6406 0.000024
0 6407 0.000006
0 6408 0.000111
0 6409 0.000117
0 6410 0.000159
0 6411 0.000024
0 6420 0.000006
0 6421 0.000012
0 6429 0.000030
0 6435 0.000018
0 6436 0.000012
0 6437 0.000123
0 6441 0.000012
0 6446 0.000123
0 6447 0.000003
0 6460 0.000024
0 6461 0.000132
0 6462 0.000018
0 6463 0.000075
0 6465 0.000018
0 6477 0.000012
0 6478 0.000012
0 6479 0.000006
0 6480 0.000006
0 6481 0.000006
0 6483 0.000006
0 6542 0.000012
0 6557 0.000012
0 6559 0.000012
0 6585 0.000006
0 6586 0.000006
0 6592 0.000012
0 6604 0.000114
0 6619 0.000006
0 6622 0.000006
0 6623 0.000006
0 6624 0.000006
0 6625 0.000006
0 6627 0.000024
0 6629 0.000006
0 6635 0.000018
